,fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
107938,1,0.4,0.0963345681957672,-1,102,20,0.0185811557328012,-1.2944119332277235,AB,1986,3826.5571296561534,3442.526318009195,3117.4314335507847,34,3,CA,154,1,BB,0,1,1,1,500.0,0,INTERNET,2.3063504873282694,linux,0,1,0,7
108032,1,0.9,0.106461772349594,-1,34,50,0.0054164902537914,-0.3668999468860046,AB,1044,7122.895528427553,5096.957471370403,5292.980938840548,1993,7,CA,89,1,BC,1,1,30,0,200.0,0,INTERNET,4.9824377749066135,windows,1,1,0,1
108056,1,0.4,0.104114835193112,-1,13,40,0.0263740739865615,-1.140774866373007,AB,1545,8307.84406139581,5553.662547936546,6228.616346302631,1,2,CA,348,1,BA,0,1,-1,0,1500.0,1,INTERNET,11.137792763509918,linux,0,1,0,0
108059,1,0.9,0.1649198333706264,-1,363,60,0.0029354000683559,-0.1914169473019563,AB,4823,5126.7112435292265,4670.984918093297,4490.162405522042,16,2,CA,78,0,BA,1,0,25,0,200.0,0,INTERNET,8.516991231152444,windows,0,1,0,2
108127,1,0.9,0.3222491446982015,-1,379,50,0.0321961102915875,-0.8385253536705259,AC,1924,5378.4544658816685,5110.543353014817,5319.388266068031,0,6,CA,297,1,BA,0,1,-1,1,1500.0,0,INTERNET,7.032774452174626,windows,1,1,0,3
108145,1,0.9,0.0900489701566312,-1,72,40,0.0219510543998743,-1.3520573899339356,AB,3609,8344.524308534286,6056.7658345994005,6700.495247615514,0,31,CA,206,1,BA,0,1,1,0,1500.0,0,INTERNET,3.939259401039446,windows,0,1,0,0
108243,1,0.9,0.1649744846527622,-1,162,40,0.0094244216931639,-0.7584625941411967,AB,1285,4680.518688465244,3608.155725731759,4350.180400638289,305,6,CB,319,0,BA,0,1,30,0,1500.0,0,INTERNET,0.7203107564242929,windows,1,1,0,7
108285,1,0.5,0.1037966133556994,-1,87,40,0.0099154164264369,-1.5969325125000866,AC,2449,7483.805420199124,4710.442337074425,5827.150613953858,3,14,CA,24,1,BC,0,1,10,0,200.0,0,INTERNET,5.69943818717988,other,0,1,0,0
108291,1,0.9,0.2952620682379728,-1,140,50,0.0395872658238943,-0.7398286024756853,AC,621,774.1522079501358,2286.294194418573,4344.4065717317,0,8,CA,300,0,BA,0,1,-1,0,1500.0,0,INTERNET,2.8471136259174017,windows,0,1,0,6
108394,1,0.3,0.5210449800416749,-1,64,50,0.0276355788923219,-1.586875583038709,AB,2512,2183.91458734096,4014.3177520579993,4158.440900583521,10,10,CA,221,1,BA,0,1,2,0,200.0,0,INTERNET,2.037824159314908,macintosh,1,1,0,5
108435,1,0.9,0.7074737378643524,-1,120,40,0.0131626789778666,-1.099278506776708,AC,978,2947.5149714453887,4496.439904779431,3153.793774548849,0,5,CA,181,1,BA,0,1,-1,0,200.0,0,INTERNET,0.8722006539699226,windows,1,1,0,7
108473,1,0.1,0.8424246828239614,-1,79,40,0.0133328867486093,-0.6060801052667429,AC,3677,5100.604609538404,6944.706673709974,5157.695490885754,1,11,CA,271,1,BA,0,1,-1,1,1500.0,0,INTERNET,1.8789019249269023,windows,0,1,0,3
108583,1,0.6000000000000001,0.2180505102994246,-1,37,50,0.0369190160348331,-1.3683613902310612,AB,1894,3058.507226282444,4366.261210803348,5984.455071712476,42,3,CA,136,1,BC,0,1,25,0,200.0,0,INTERNET,4.646966212813845,windows,0,1,0,0
108592,1,0.9,0.2855657927843722,-1,132,30,0.002571122382606,-1.1162757669142231,AB,752,4655.484256441304,2623.4156627857365,3409.8182770987,0,8,CA,291,1,BA,0,1,-1,0,2000.0,0,INTERNET,8.606570543184992,windows,1,1,0,6
108608,1,0.9,0.8093382350149441,-1,23,30,0.0082573798615105,-1.2957142047596597,AB,441,1614.9771451868128,3696.7737707253546,4825.982456396247,6,6,CA,273,1,BA,0,1,1,0,1500.0,0,INTERNET,4.335487296518787,windows,0,1,0,4
108679,1,0.9,0.1402843135472694,-1,31,40,13.455509698694176,-1.4227189951311991,AC,1212,4963.813579206362,6549.007105513496,5547.805621358007,3,17,CA,138,1,BB,1,1,-1,0,200.0,0,INTERNET,4.881722099027228,windows,0,1,0,1
108761,1,0.7000000000000001,0.2476939022895412,-1,116,30,0.0165830063464727,-0.7127455457270951,AB,3612,5558.205408166588,4340.090438968426,5092.289622164292,0,2,CA,266,1,BA,0,1,9,0,1500.0,0,INTERNET,5.316812381837057,windows,0,1,0,1
108780,1,0.6000000000000001,0.1312577866836549,-1,38,40,0.0056285483518366,-1.6315360668790468,AB,1925,9354.90352215018,6007.791510634368,5922.887553160674,13,4,CA,114,0,BA,1,0,1,0,1500.0,0,INTERNET,4.043795199423356,windows,0,1,0,3
109025,1,0.9,0.1792309233987017,-1,153,50,0.0161136066100472,-0.8708635652007434,AC,1131,9153.537847617024,7586.97869450078,5982.6218763224415,0,4,CA,263,0,BA,0,1,-1,0,1500.0,1,INTERNET,5.4581474150698766,windows,1,1,0,0
109067,1,0.7000000000000001,0.2912096315018171,-1,138,40,0.0013614716145584,-0.5697772888103658,AC,692,882.4929965337469,2486.325755643623,3082.187154125488,0,5,CA,192,1,BA,0,1,-1,0,2000.0,0,INTERNET,2.1380997771102823,windows,0,1,0,7
109068,1,0.5,0.3872424768581293,-1,72,20,0.0008875903610056,-0.4772952785883551,AC,1759,4855.405745566301,3479.990277827607,4193.609296812206,0,10,CA,216,1,BE,0,1,-1,0,1000.0,0,INTERNET,4.057061727746858,windows,0,1,0,4
109070,1,0.6000000000000001,0.1830251369527013,-1,114,30,0.0131229943152015,20.448634463529743,AA,1005,1891.988887158702,4148.756260483347,3883.267775957928,6,7,CA,184,0,BA,1,1,10,0,500.0,0,INTERNET,14.958531387052822,windows,1,1,0,6
109170,1,0.9,0.1668277344243326,-1,88,50,0.0209251728365947,-1.3313449634902534,AA,769,10650.765522770173,3134.319630490106,3863.647739528353,1,6,CA,185,0,BA,1,0,24,0,500.0,0,INTERNET,3.888114604789093,windows,0,1,0,7
109173,1,0.2,0.7391043049395947,110,3,20,0.0290319063244791,47.29300541968375,AA,1688,7682.406485317517,5790.539620245166,6676.327780718028,184,15,CA,137,1,BC,0,1,15,0,500.0,0,INTERNET,20.139774014591147,windows,1,1,0,0
109227,1,0.8,0.2897209545773386,-1,83,30,0.0003059223151687,-1.1091822812167715,AB,2878,3480.680689858892,3306.327533821187,4184.895435143602,9,9,CA,247,1,BB,0,1,1,0,1500.0,0,INTERNET,2.7324625114666765,windows,0,1,0,5
109236,1,0.1,0.7422562261230842,-1,90,40,0.0095815378736737,-0.9088134845154908,AC,1841,1912.5639930826744,4303.127536418854,5588.644487458,3,12,CA,51,1,BC,0,1,-1,0,200.0,0,INTERNET,5.153529171311929,windows,0,1,0,2
109321,1,0.9,0.028727888345096,14,9,50,12.457978181205531,-0.7373663556334166,AD,380,4690.193837520184,2836.9218920607445,3697.421075562307,10,1,CA,157,1,BC,0,0,5,0,200.0,0,INTERNET,36.94271579312958,linux,0,1,0,6
109371,1,0.9,0.2173386727777719,-1,26,40,0.0100439001902397,30.369258278535977,AA,1837,13612.411882159711,7017.296330327025,5108.982443541043,2,7,CA,95,1,BC,0,1,26,0,200.0,0,INTERNET,17.710907042429298,other,0,2,0,3
109406,1,0.4,0.3666054746108084,31,8,20,0.0122902174445593,-1.3425602097455995,AB,691,243.5058450860476,3548.620634680994,4066.356376248004,5,8,CA,129,1,BE,0,1,1,0,500.0,0,INTERNET,14.343655932540926,windows,0,1,0,7
109459,1,0.8,0.220395749824246,-1,146,70,0.0164063698701191,-0.7152453333113995,AC,3275,4639.612144967118,3590.165258847487,4975.486425451973,0,6,CB,305,0,BA,0,0,-1,0,200.0,0,INTERNET,4.8840924776873385,other,1,1,0,4
109586,1,0.6000000000000001,0.9092907621107312,-1,46,30,0.0097794928790487,-1.1782333661683138,AC,648,3344.575728069737,3619.725963194194,3088.275330862264,1,7,CA,75,0,BC,0,1,-1,1,1500.0,0,INTERNET,2.606653250620268,linux,0,1,0,7
109616,1,0.9,0.103281272479588,-1,106,40,0.0015864670629216,-0.532968311089429,AC,724,4199.903798977514,4214.291121654613,4882.687374628717,1,6,CC,273,0,BA,0,0,-1,0,1500.0,0,INTERNET,6.534411417606562,linux,0,1,0,3
109649,1,0.7000000000000001,0.0801790999075384,-1,154,30,0.0125286590309721,-1.1948688568207118,AB,3686,6092.420753253618,4256.004689467924,6596.036569786097,13,21,CA,289,0,BA,1,0,1,0,1500.0,0,INTERNET,4.837100747466576,windows,1,1,0,0
109693,1,0.1,0.2170129337138854,-1,206,20,0.0229080340371741,-1.1319876880753894,AC,2467,4887.250902488645,3588.603083582158,3095.909436899723,0,10,CA,124,0,BA,0,1,-1,0,200.0,0,INTERNET,4.173693068795584,other,0,1,0,7
109695,1,0.7000000000000001,0.4405238753999349,-1,83,30,25.00505662614986,5.164186351838972,AA,1176,6288.033951482215,4882.113926253821,4303.378489261831,2,5,CA,139,1,BC,1,1,31,0,200.0,0,INTERNET,16.427215800342257,windows,1,1,0,6
109706,1,0.4,0.5159002934704996,13,6,40,0.0080902712283758,-1.1137883509655029,AC,1323,14995.208711369056,5098.2705574836245,5454.295663334657,0,5,CA,27,1,BC,0,1,-1,0,200.0,0,INTERNET,3.3192429715312435,windows,1,1,0,1
109709,1,0.6000000000000001,0.8000704268268036,-1,64,10,0.0128969853131834,-1.131603819980333,AB,5755,11164.447821823043,6980.424469092466,5659.168212599881,847,13,CA,139,0,BE,0,1,30,0,1000.0,0,INTERNET,6.300902941383934,other,0,2,0,2
109712,1,0.8,0.5231025228922187,-1,352,20,0.0147695827375275,-0.8382102691798329,AB,682,10976.932863677212,7302.618210975081,5673.511753144928,12,11,CA,74,0,BA,0,0,2,0,200.0,0,INTERNET,4.4923700466189205,windows,0,1,0,1
109816,1,0.9,0.6566486833918744,-1,95,40,0.0011115985584954,-1.024748773558769,AD,2664,2460.438786343415,7892.927860114823,5327.571955710089,2266,8,CA,143,1,BA,0,1,25,0,200.0,0,INTERNET,2.599913574025951,windows,0,1,0,7
110230,1,0.1,0.8748271999173403,-1,3,30,0.0155310802205631,-0.976045748530876,AC,1467,5345.407211937478,4170.4731058735215,4821.678623563872,0,8,CA,107,1,BC,0,1,-1,0,500.0,0,INTERNET,9.172576653147631,windows,1,1,0,3
110247,1,0.7000000000000001,0.575010202209691,-1,238,40,0.0046969421050068,-0.7176387965493052,AC,2551,6905.27966318839,3905.5059074553865,5919.083113421119,0,5,CA,217,1,BA,1,0,-1,0,1000.0,0,INTERNET,9.59113477311144,other,0,2,0,0
110584,1,0.7000000000000001,0.486401837791575,-1,64,30,0.0024081943249934,-0.6427642684250544,AA,1885,287.6022268905068,3230.504622931684,3573.337665707183,11,7,CA,212,1,BE,0,1,30,0,500.0,0,INTERNET,6.704672928443407,linux,1,1,0,6
110781,1,0.7000000000000001,0.8475028474845389,-1,113,30,0.0016815612941086,-0.8058750497027868,AC,906,4232.419060267163,3577.484366886473,5758.972441389995,1,6,CA,175,1,BE,0,1,-1,0,990.0,0,INTERNET,7.005443163182888,windows,0,1,0,2
110854,1,0.8,0.716135929954265,-1,41,30,0.0017538254972973,-1.179005102968846,AC,1792,5079.394655277072,6932.248170694858,5183.853992554302,0,13,CA,239,1,BC,1,1,-1,0,1500.0,0,INTERNET,1.8370684867409768,windows,0,1,0,1
110933,1,0.6000000000000001,0.0378505259021004,58,-1,20,0.0111245080443692,-0.5431293236588755,AB,816,3750.507471617812,4455.855011758565,3110.766104285812,13,10,CA,186,1,BE,0,1,31,0,500.0,0,INTERNET,7.8264876268574115,linux,0,1,0,7
110995,1,0.9,0.5809038787126611,-1,88,60,17.445727180268992,-0.7828198344198515,AB,1034,3093.560614038567,2496.229555652068,3111.2933917320643,11,4,CA,229,0,BB,0,1,5,0,990.0,0,INTERNET,19.142861747434512,macintosh,1,1,0,7
111102,1,0.4,0.2202929113680851,-1,127,50,0.9417265979336554,-1.7367120924068664,AB,987,3915.691241026956,3088.868346804482,4281.848170384481,0,6,CA,172,0,BA,0,1,20,0,500.0,0,INTERNET,5.330741818101499,windows,0,1,0,6
111210,1,0.6000000000000001,0.8538386680080122,-1,140,30,0.0242108140837149,-0.3731108665474812,AC,749,2544.971394105161,2194.298172342232,3130.5250441341523,0,8,CA,287,1,BA,0,1,-1,0,2000.0,0,INTERNET,4.0126026709724885,linux,0,1,0,7
111365,1,0.9,0.7543985915843351,-1,160,60,4.2386642886458885,-0.9618483749885708,AC,1361,8847.875954417581,5357.550804125935,5098.538813737281,0,1,CC,145,1,BA,1,0,-1,0,500.0,0,INTERNET,2.059669778646549,windows,0,2,0,4
111489,1,0.8,0.0829357226283501,-1,58,30,0.0003753816734447,49.56081062135841,AA,2559,2196.287072129474,6754.956606443488,3353.8036909599987,1,4,CA,83,1,BC,1,1,15,0,200.0,0,INTERNET,2.2616297285411937,other,1,1,0,6
111517,1,0.2,0.2579671538038115,-1,85,30,0.0258689688851493,-1.3439809083109189,AB,958,10906.23469664068,5060.028506034064,4400.921667347659,12,10,CA,230,0,BA,0,1,10,0,500.0,0,INTERNET,3.0063664784312034,linux,1,1,0,6
111543,1,0.9,0.1368225264521311,-1,217,20,0.0033590562931215,-0.4067347308274138,AB,1131,3653.6299699528695,5432.528262396579,4281.679331253616,0,2,CA,271,1,BA,1,1,1,0,2000.0,0,INTERNET,22.46094592269197,windows,0,1,0,6
111563,1,0.9,0.2891162235014279,-1,147,50,0.0232966901929938,-0.2027844184647098,AC,149,3172.1573785824603,1870.3475818422608,3146.2455087767407,0,6,CA,287,1,BA,1,1,-1,0,1900.0,0,INTERNET,3.618744069727952,other,1,1,0,7
111588,1,0.7000000000000001,0.1346712481935872,-1,232,30,0.0207564627918711,-1.3790660823947198,AB,929,4968.37620614247,3480.432529727472,3121.141475422562,11,2,CA,171,0,BA,0,1,31,0,1500.0,0,INTERNET,31.343114667924045,macintosh,0,1,0,7
111666,1,0.9,0.2378622882742696,-1,254,40,0.0102264821293928,50.88915477729931,AA,1818,5726.244289194419,4772.416198527469,5059.181589115836,2,11,CA,189,0,BC,1,1,28,1,500.0,1,INTERNET,1.2320882348953184,other,1,1,0,4
111785,1,0.8,0.7606635639360889,120,9,70,0.0010518034584841,-1.2247539097300906,AC,1113,2492.218395445185,5135.692505816618,4293.889274262912,0,9,CA,222,1,BD,0,1,-1,0,1000.0,1,TELEAPP,2.848657843543464,windows,0,1,0,4
111809,1,0.1,0.4558967303295626,-1,76,40,0.0097243987728162,-1.304714861008257,AD,195,918.2194718771271,2058.6160996593444,3546.686466472937,15,8,CA,255,1,BC,0,1,31,0,1000.0,0,INTERNET,4.5470549640790745,windows,1,1,0,6
111916,1,0.1,0.6743183366229082,-1,27,30,0.0001941832354758,-1.0174677060184725,AB,2519,5162.3020414013845,4847.335230786913,4298.751436105214,1901,8,CA,-41,1,BC,0,1,20,0,1000.0,0,INTERNET,15.548310048834756,windows,1,1,0,5
111954,1,0.9,0.4067227266844533,-1,371,40,0.003969342649309,-0.7670129407844305,AC,1135,1879.527872097549,3192.861476019494,4905.849486276507,0,8,CA,272,1,BA,0,1,-1,0,2000.0,0,INTERNET,7.282985054996656,windows,0,1,0,4
112189,1,0.8,0.2348171025471518,-1,56,30,0.0140835852225658,-1.2805874597203948,AB,4141,9102.868903393071,6667.993585976596,6773.7141121654895,9,15,CA,67,0,BE,0,1,1,0,200.0,0,INTERNET,2.8994465811470924,linux,1,1,0,0
112299,1,0.9,0.1058968217863774,-1,21,30,0.0010710821783789,-1.111113735585228,AB,2659,5511.578434695765,3019.2474422096325,4301.187525780722,40,7,CA,200,1,BA,0,1,28,0,990.0,1,INTERNET,16.219065093961333,other,0,1,0,5
112388,1,0.9,0.5415960555202053,-1,78,60,0.0189694863215133,-0.8689329288842773,AB,912,4646.219037844405,3769.556659476874,4353.647196365515,37,5,CC,29,1,BB,1,0,28,0,1000.0,0,INTERNET,23.0732371263005,windows,1,1,0,3
112511,1,0.8,0.4155131706948218,-1,100,30,0.0134172557257552,-1.1123467304403685,AB,1187,1285.6613748761106,3203.8956712190334,4383.311360390412,14,8,CA,311,1,BA,0,1,15,0,1500.0,0,INTERNET,3.740882800841872,windows,0,1,0,5
112535,1,0.9,0.6272032556921876,97,6,40,0.0110039969618589,-0.8027941314317675,AC,2689,12557.317541957918,7155.444581032307,5604.497034780211,1,9,CA,50,1,BA,0,1,-1,0,200.0,0,INTERNET,20.50935474872632,windows,0,1,0,2
112577,1,0.5,0.240757479741746,-1,177,50,0.0210562703228089,-0.7889755299688646,AB,803,7011.147080482291,5220.993659837691,4396.773883898455,14,3,CA,135,1,BB,1,0,28,0,200.0,0,INTERNET,5.739994349427461,windows,0,2,0,4
112751,1,0.2,0.1144778306659094,-1,29,40,0.0091767944228116,-0.5763844594086744,AD,3817,2783.953716125741,5687.840263633799,6358.505272034583,11,15,CA,101,1,BC,0,1,10,0,2000.0,1,INTERNET,4.614719136580744,windows,1,1,0,0
112755,1,0.7000000000000001,0.5347812801138119,-1,8,50,0.0149491946685144,-1.4272410072363455,AC,397,12436.141095580757,7235.074284021938,6341.986830111732,0,4,CD,150,1,BA,0,1,-1,0,200.0,0,INTERNET,2.217278361839196,other,1,1,0,0
113005,1,0.9,0.9087808920088049,-1,135,40,0.0096321985818327,-0.9202941550232222,AC,1249,5890.110741910083,5073.19189364409,4100.581313288434,0,13,CA,161,0,BC,1,1,-1,0,200.0,0,INTERNET,6.3377002340250925,windows,1,1,0,5
113021,1,0.8,0.5350359650666822,-1,82,40,0.0261359317149988,-0.6916162041291736,AD,1669,12001.761355016051,6788.239740132806,6716.011845476209,6,15,CA,217,1,BA,0,1,30,0,1500.0,0,INTERNET,12.26405022430482,other,0,1,0,0
113189,1,0.9,0.0061209378092802,-1,102,60,0.0002993907526435,-1.2565432307869773,AB,699,3326.025550082386,4414.975844669275,4300.200713568976,1,5,CA,55,0,BA,0,1,30,0,500.0,0,INTERNET,15.245481937549409,windows,0,1,0,4
113330,1,0.4,0.2342630220734408,-1,123,30,0.0233525910679117,-0.8863836363608188,AC,921,2758.871888462181,1830.1685875826925,4291.222784960741,1,11,CA,303,1,BA,0,1,-1,0,1500.0,0,INTERNET,4.742941563901275,windows,1,1,0,5
113347,1,0.9,0.8025115649929978,-1,78,30,0.0100572508882813,-0.3742134661565529,AD,1846,6459.6165058641245,5203.650410118447,5406.017966692095,1966,12,CB,135,1,BC,0,1,20,0,200.0,0,INTERNET,7.675218293713392,linux,1,1,0,1
113663,1,0.4,0.2157193396917311,-1,63,40,0.024253459650075,49.59358637519075,AA,694,14905.065786158908,6880.637787595825,4295.350081544161,0,14,CA,78,1,BA,1,0,5,0,200.0,0,INTERNET,6.864955603657986,other,0,1,0,5
113683,1,0.8,0.1306856249023223,-1,60,30,0.0350854232087539,-1.4618244801198643,AB,2934,5177.537036426764,5118.022797249164,4768.0633398911405,2,7,CA,21,1,BB,0,1,15,0,200.0,0,INTERNET,7.914600923675605,windows,0,1,0,3
113684,1,0.9,0.1507776591691824,-1,150,50,9.19502772635004,48.67217129167172,AA,1460,4926.161289879834,6058.099872508658,6611.081328029675,3,3,CA,50,1,BD,0,1,28,0,200.0,0,INTERNET,2.3913610443277853,windows,1,1,0,1
113737,1,0.7000000000000001,0.5872453465240454,-1,349,50,0.0049315022286513,-1.4737349136805644,AD,2077,9563.800746733365,7968.303436617512,5939.068816537331,138,3,CC,92,0,BB,1,1,10,0,1500.0,0,INTERNET,4.1652586663039,other,1,1,0,1
113849,1,0.5,0.1023998325466471,-1,235,50,1.3104234868826556,-0.7177080059889509,AC,1209,3513.546122011808,4656.066201712021,5313.605189761942,1,1,CC,257,1,BA,0,1,-1,0,1500.0,0,INTERNET,34.86797228018343,windows,0,1,0,1
113937,1,0.2,0.9415563366958716,-1,95,70,0.0031349257768075,-0.8059558015198347,AB,1857,1395.5989699323209,4593.108149789056,3839.073817152253,815,0,CC,296,1,BA,1,0,30,0,1500.0,0,INTERNET,7.372457551057451,windows,0,1,0,2
114001,1,0.7000000000000001,0.8802944430320413,-1,141,60,0.0018268043132294,-1.3994089062253197,AB,1337,3326.952074190812,2203.2820211856288,5011.556654589063,12,2,CC,208,0,BA,0,0,30,0,1500.0,0,INTERNET,3.3218913001558312,windows,0,1,0,7
114108,1,0.9,0.0168436231498009,47,0,40,0.0138309469830014,-0.7641915130873163,AB,913,1155.1529846576248,2300.598814740566,3106.519039160021,2,1,CD,222,1,BB,0,1,29,0,490.0,0,INTERNET,1.862006660481756,macintosh,0,1,0,7
114244,1,0.4,0.3913984330729533,-1,86,30,0.020462965517805,-0.8030024097098207,AB,930,6652.954821489328,4449.431756003278,5280.0430632592415,17,14,CA,319,1,BB,1,1,25,0,1500.0,0,INTERNET,11.841754371724436,windows,1,1,0,1
114251,1,0.6000000000000001,0.1193885961454266,-1,91,50,0.0239805982437824,-0.8342254931086986,AC,2327,9690.029896215336,6089.488827045329,4616.837622026154,1,4,CA,327,1,BA,0,1,-1,0,1500.0,0,INTERNET,7.11948543046942,windows,0,2,0,3
114276,1,0.4,0.2709048147273389,12,2,20,0.0358485908161421,-0.9456963782765676,AB,301,13473.20617580837,7131.2639678559335,6338.356191108393,30,19,CA,168,1,BC,0,1,10,0,1500.0,0,INTERNET,5.08460471613256,linux,0,1,0,0
114327,1,0.8,0.0950593270213723,-1,148,70,0.0160490570313641,-0.6471252475561544,AB,902,2235.5797248732,3219.5005197640376,3822.5720290225568,2,1,CC,281,1,BA,0,0,28,0,2000.0,0,TELEAPP,9.339493162804944,windows,0,1,0,3
114599,1,0.2,0.2811108132953337,-1,111,20,0.007171059955747,26.856655340793324,AA,6037,11076.78318923368,6566.6089971008605,6613.783607813896,44,9,CA,46,0,BE,0,1,25,0,1500.0,0,INTERNET,14.822481725693429,other,1,1,0,0
114622,1,0.8,0.4548062756005451,-1,167,40,0.0342137088358396,28.077626175393767,AA,2283,7292.958001246772,5345.577961686128,5975.021565248809,2,6,CA,198,0,BB,1,1,28,0,500.0,0,INTERNET,5.621368820551308,other,1,1,0,0
114633,1,0.9,0.5985079728508003,-1,126,40,0.030962961334708,-1.355418149222901,AB,1764,3476.070748303177,3529.297525849365,3148.535891031777,14,2,CA,105,1,BA,0,1,1,0,500.0,0,INTERNET,4.959723597655131,linux,0,1,0,7
114684,1,0.8,0.5105714762441981,-1,94,30,0.0331027447032876,-1.3916771270575337,AB,5227,12133.031093624411,4654.725816405322,5482.223399525308,8,12,CA,91,1,BB,0,1,26,1,200.0,0,INTERNET,14.329693650490457,other,1,1,0,2
114808,1,0.8,0.2377784602555221,35,6,30,0.0075376457840709,-1.0928827409839237,AC,2744,2213.5438295362424,3120.5697608382325,4402.037566793536,0,9,CA,143,1,BB,0,1,-1,0,200.0,1,INTERNET,34.37215652487039,windows,0,1,0,4
114892,1,0.9,0.3601279155825426,-1,96,50,0.0197729299052578,-0.9037906508961074,AB,1657,3703.7263194626594,3282.505158645055,4014.933875497444,30,5,CA,83,0,BC,0,0,28,0,200.0,0,INTERNET,3.8624348503893313,windows,0,1,0,4
115102,1,0.8,0.7370559826860785,-1,56,30,0.0186461418396307,-1.3381180081374022,AD,1329,501.37097685273375,4330.509747014915,3078.482600178511,17,16,CA,55,0,BA,0,1,1,0,2000.0,0,INTERNET,9.81629319570321,macintosh,0,1,0,7
115289,1,0.9,0.2843286529740582,-1,29,30,0.0204796602942479,-1.3680948845811818,AC,1263,1000.6132954097952,2980.4156826973167,4386.591115490037,1,11,CA,117,1,BA,0,1,-1,0,200.0,0,INTERNET,3.1990089164324496,macintosh,0,1,0,4
115437,1,0.9,0.1914920640924056,-1,147,30,0.0066867299563682,-1.0890977264851869,AB,724,842.4685793688467,5033.0689422264095,5327.226940401606,18,18,CA,276,0,BA,0,1,9,0,1500.0,0,INTERNET,5.0173214279685965,windows,1,1,0,1
115747,1,0.9,0.1350496736926009,-1,81,60,0.005337408925915,-1.1508112772974692,AC,1247,4475.198876001356,5673.431786795527,5084.3276763548,0,5,CA,120,0,BC,0,1,-1,0,200.0,0,INTERNET,5.0802458698779285,windows,0,1,0,4
115916,1,0.2,0.3979916931700599,-1,98,50,0.0132817725362093,-0.630513928659151,AC,1421,5622.603028035649,7174.364017183011,4824.974584100803,0,2,CC,125,1,BA,1,0,-1,0,500.0,0,INTERNET,11.73961908403526,windows,0,1,0,3
116044,1,0.9,0.2569159249957868,-1,78,40,0.0008496477791338,-0.2048962028692385,AC,2583,6101.4408027365735,3618.217751538521,4975.077928083219,0,13,CA,166,1,BC,0,1,-1,1,1500.0,0,INTERNET,2.622324435183567,windows,0,1,0,4
